credit_score,income,loan_amount,loan_term,employment_status,property_value,loan_purpose,down_payment,residence_type,monthly_debt,fraud
822,40062.83,203240.16,20,unemployed,336284.25,refinance,33643.91,secondary,237.01320069962594,0
758,55208.64,188929.52,20,unemployed,288952.6,refinance,19007.1,secondary,1036.8908750838618,0
670,74136.11,187120.85,25,employed,317582.05,purchase,22424.36,investment,461.06676798641007,0
683,43408.64,191338.29,30,unemployed,323580.16,purchase,15000.99,primary,1068.4934009564597,0
779,93261.3,189281.65,20,self-employed,156649.9,purchase,14276.1,secondary,2524.9407981201157,0
709,60222.65,151503.39,15,self-employed,327783.14,purchase,20863.36,investment,1806.4390367136618,0
631,31845.96,134387.97,15,unemployed,344188.54,purchase,17517.09,primary,405.3180531865265,0
763,33619.69,172245.52,10,unemployed,322577.74,home_improvement,46855.11,secondary,452.0875319131315,0
820,32084.34,198733.49,15,employed,242438.65,home_improvement,43117.99,primary,970.4044311839856,0
488,22873.17,130115.31,20,employed,384939.53,purchase,2328.98,investment,199.82613033038191,1
706,54890.09,219296.32,30,unemployed,203423.23,refinance,36158.55,primary,956.2626974225353,0
845,70205.19,225470.85,15,self-employed,352194.32,home_improvement,17976.34,investment,602.9411874638336,0
655,44161.06,206518.91,10,employed,348785.16,refinance,35097.93,primary,377.21332553188654,0
722,79099.73,204435.47,15,employed,350042.75,purchase,38073.65,secondary,1510.146071361477,0
768,87153.51,198774.96,10,employed,341908.53,purchase,10650.01,primary,2597.104203663196,0
603,25322.26,232232.76,15,employed,351703.66,purchase,48457.48,primary,625.0167964574314,0
641,39377.68,149345.64,30,employed,218147.31,refinance,47501.95,investment,918.2090905085576,0
791,60248.31,226234.32,15,self-employed,290158.9,purchase,47853.85,investment,1858.9208438717123,0
413,17288.04,257581.59,20,unemployed,144960.83,purchase,9678.91,primary,547.9725735465595,1
705,39606.4,208046.31,25,unemployed,176494.78,purchase,40295.72,primary,522.0739178269508,0
808,35873.1,212288.18,20,unemployed,357246.94,home_improvement,45253.95,secondary,892.837434655826,0
795,43555.05,194150.87,25,employed,293648.47,refinance,24036.85,investment,276.6339206993894,0
781,13512.94,200446.64,15,self-employed,209753.76,home_improvement,17637.6,secondary,85.2018639478699,0
566,36267.65,164960.71,20,employed,296398.47,purchase,15978.9,primary,395.0990069718534,1
769,26062.06,159181.45,20,self-employed,388462.91,refinance,32209.3,investment,388.55720273757197,0
631,60441.52,220179.95,10,self-employed,278139.77,refinance,30541.42,secondary,744.2874399541352,0
843,38758.31,151910.96,20,unemployed,278637.04,home_improvement,29814.24,investment,212.81880932122806,0
664,47362.96,228515.52,10,self-employed,405784.45,purchase,18939.01,secondary,238.3602905466252,0
819,75105.56,213385.59,10,self-employed,293371.38,home_improvement,49032.46,secondary,967.6450470926167,0
538,23194.51,190343.27,30,self-employed,264531.84,home_improvement,15977.64,secondary,543.8182143620941,1
790,31937.07,201959.96,10,unemployed,363863.14,home_improvement,27788.61,secondary,922.8950452728883,0
735,34291.24,203601.47,25,unemployed,261707.9,home_improvement,31096.44,primary,716.6186480904247,0
772,47130.03,183692.84,30,self-employed,404238.63,purchase,34944.22,investment,461.788578739285,0
848,55483.97,230890.72,30,employed,269411.45,refinance,31072.93,primary,430.3429222948379,0
645,30820.73,226907.44,30,employed,382199.9,home_improvement,10879.6,secondary,955.1629311431478,0
795,36939.96,185697.9,25,self-employed,240366.22,purchase,22935.66,secondary,892.0369513037108,0
562,25241.97,193444.74,30,employed,350920.92,purchase,985.64,investment,954.0998130008876,1
719,31524.39,218034.4,20,unemployed,165879.23,purchase,10238.98,secondary,849.3637446060371,0
647,44398.52,175143.12,25,self-employed,318875.74,purchase,40967.73,primary,461.02995990256386,0
722,64961.39,151684.24,25,self-employed,399372.16,refinance,22275.47,primary,1391.3174515412886,0
831,50141.89,159537.16,25,unemployed,249192.07,purchase,26270.02,secondary,1357.5440418969417,0
701,43395.14,162531.72,30,self-employed,385973.65,purchase,43810.79,primary,921.0814040016726,0
792,41241.06,183524.99,15,unemployed,272145.25,purchase,11656.31,investment,705.0226949378352,0
839,49288.16,179164.5,10,self-employed,200558.23,home_improvement,45984.38,primary,858.6612940554539,0
740,84493.7,121691.68,15,employed,364056.22,home_improvement,34249.33,investment,614.3298930763807,0
812,31210.35,191748.92,10,self-employed,278978.94,refinance,13431.11,investment,562.8182570046421,0
804,47491.42,219674.11,25,self-employed,449644.42,purchase,17920.31,primary,768.0585303378566,0
823,60914.24,224531.61,20,unemployed,239403.04,refinance,14558.34,investment,1399.0165223115664,0
709,77397.39,155989.93,30,unemployed,408115.38,home_improvement,12301.93,primary,2118.5118008558284,0
669,65325.03,193336.12,30,unemployed,254814.11,home_improvement,47846.57,primary,562.8526661940512,0
714,70517.84,172526.94,10,self-employed,410060.73,home_improvement,46684.21,secondary,1663.2456362196247,0
780,54346.31,162984.61,20,employed,374131.35,refinance,33464.83,secondary,250.02767796317247,0
787,51279.39,200029.51,25,employed,310365.36,purchase,28415.45,primary,550.0774410530499,0
660,67442.94,209654.78,25,self-employed,250417.14,home_improvement,33947.35,secondary,1097.290488380853,0
757,46420.41,194432.73,30,unemployed,248933.36,purchase,28145.83,primary,1335.4519932150415,0
823,55483.53,244463.73,15,employed,306876.47,purchase,25338.06,secondary,851.0345162526689,0
808,29183.09,241203.76,10,unemployed,254542.69,refinance,48474.28,investment,480.178251158567,0
752,48121.02,269902.4,25,unemployed,430416.31,refinance,10024.41,investment,673.6304692648451,0
629,37886.63,199990.71,25,unemployed,419207.39,refinance,24406.03,secondary,455.9471453123348,0
797,80441.32,204406.58,30,employed,303331.52,refinance,29731.76,secondary,1470.7029962242984,0
622,56133.51,192388.56,10,self-employed,259531.82,purchase,23278.09,primary,1454.4071272370338,0
607,40656.21,171730.7,15,employed,370089.63,refinance,14197.69,primary,523.9610818712201,0
794,58245.92,199770.76,10,unemployed,261938.07,refinance,23842.67,investment,379.4676646573639,0
751,63594.17,179522.05,30,unemployed,231811.6,refinance,19816.61,primary,1703.5678592538668,0
783,72082.19,229662.29,25,employed,220625.65,purchase,44631.17,secondary,1765.3296392540356,0
784,65508.62,202387.06,10,unemployed,397730.99,purchase,37652.18,secondary,810.5568776783695,0
676,65092.31,219109.68,20,employed,262130.71,purchase,15119.37,investment,335.20229411430876,0
629,60363.17,157118.91,20,self-employed,384492.33,home_improvement,11672.15,secondary,844.0295893574835,0
663,58240.44,194064.98,20,employed,375466.86,home_improvement,19376.79,secondary,1823.850594486553,0
813,50456.5,232805.77,10,employed,358205.36,refinance,34131.47,primary,1344.1746005293292,0
748,69615.94,175486.18,10,employed,310607.08,purchase,36946.47,investment,511.2678370382461,0
385,29383.53,300208.17,30,employed,205701.54,purchase,2846.7,secondary,797.8062475301332,1
673,56753.01,202519.8,20,employed,409503.54,home_improvement,26981.35,investment,1303.8068333409979,0
603,46753.53,219194.77,25,self-employed,179222.62,home_improvement,21709.86,secondary,963.9086439967414,0
798,63359.13,206047.61,25,self-employed,379955.67,refinance,34319.45,primary,762.1132458051388,0
668,67148.95,200592.12,15,employed,218341.61,home_improvement,47422.12,investment,1059.5982579579402,0
733,40651.24,191913.17,25,self-employed,347973.1,refinance,11781.45,investment,1319.378358811872,0
801,50514.41,225165.85,20,employed,210682.05,purchase,21664.85,investment,1270.69304171649,0
827,44183.33,242939.31,25,self-employed,234326.67,home_improvement,33797.66,investment,853.3440132414937,0
717,24137.86,188990.56,30,self-employed,314550.11,purchase,28728.37,primary,302.73668749607026,0
835,76046.42,180026.04,20,employed,263295.12,home_improvement,29114.41,investment,2448.1376020740413,0
773,31870.34,222553.43,30,self-employed,356106.92,purchase,28069.24,secondary,961.7989203449443,0
686,39485.41,252907.28,30,self-employed,335419.53,refinance,25608.82,secondary,173.0956320844851,0
631,50121.32,212774.1,20,self-employed,299755.07,home_improvement,27051.57,primary,1462.3808337445519,0
636,52373.91,188758.63,10,self-employed,335237.86,refinance,46128.69,investment,1227.3464322639866,0
834,58232.75,126057.48,10,self-employed,278042.23,home_improvement,34833.45,primary,535.0500887231435,0
847,47054.38,156944.72,30,employed,292439.23,home_improvement,49525.54,investment,762.8803578103442,0
822,53852.8,215375.34,30,employed,201631.73,purchase,49884.01,primary,1300.508628521342,0
764,50336.11,223259.55,20,employed,267894.69,refinance,38484.26,secondary,1132.9000654055772,0
795,59300.42,201434.43,30,unemployed,361384.84,refinance,23835.23,secondary,1351.952862463428,0
764,71508.91,238702.62,30,self-employed,389080.75,home_improvement,11140.12,primary,1470.618830368712,0
656,61887.58,191004.88,30,unemployed,202126.48,home_improvement,31192.69,primary,1130.3170710780691,0
785,60235.25,205949.44,10,unemployed,417817.88,purchase,21945.65,secondary,1205.6400367227934,0
811,54568.9,176504.88,25,employed,257289.99,refinance,38487.68,secondary,874.8363855166538,0
802,58168.31,164669.03,30,self-employed,239536.49,purchase,18475.95,primary,627.997062618016,0
772,46188.6,223678.53,10,employed,221168.32,home_improvement,12898.15,investment,1088.3130699583771,0
636,62182.76,242044.52,20,unemployed,558939.23,purchase,42459.76,secondary,1383.3992495003292,0
689,42788.79,176412.4,20,self-employed,315738.53,home_improvement,46977.13,investment,1274.8053678889873,0
786,55858.12,165234.73,15,unemployed,263947.98,refinance,14521.38,investment,240.16627850121924,0
732,27965.89,176799.51,10,employed,241893.46,refinance,27448.14,secondary,363.75016895154374,0
804,84105.53,122061.6,10,self-employed,210448.37,refinance,10707.11,primary,2581.802512842667,0
826,44116.18,161506.26,15,employed,252669.03,refinance,38160.69,secondary,1031.1063179081393,0
680,75973.39,233551.14,10,self-employed,123363.18,home_improvement,32500.37,investment,1116.392714246415,0
834,33921.63,168268.94,20,unemployed,320228.16,home_improvement,36057.18,secondary,393.562434825311,0
721,63907.28,216710.84,20,unemployed,144098.48,home_improvement,18597.75,primary,1833.1904065276908,0
764,45279.15,237455.37,15,employed,244115.35,refinance,31453.23,primary,775.8552583500681,0
746,85888.77,223718.03,30,employed,256953.24,purchase,40465.25,primary,1068.0663002795202,0
757,57708.57,179433.9,30,employed,318366.49,purchase,26457.55,secondary,1543.652232098828,0
605,43346.96,156193.66,10,unemployed,374947.35,purchase,38802.06,investment,841.3124088569866,0
828,55569.82,200318.22,15,self-employed,404626.98,home_improvement,18452.64,primary,1685.7290568470667,0
743,77111.16,190706.83,25,unemployed,260665.1,home_improvement,18330.02,primary,1873.2200101543244,0
655,29640.29,191968.1,10,employed,284028.8,purchase,25181.12,primary,218.31282565217197,0
810,77403.74,238855.19,15,employed,242008.2,refinance,15460.14,secondary,1485.8814863770538,0
642,28988.6,205499.51,10,employed,233693.24,home_improvement,41469.17,secondary,842.5978877354987,0
639,52054.26,206612.2,25,employed,248589.29,refinance,26796.57,primary,1100.8766665738049,0
730,49665.33,167780.67,15,unemployed,334268.01,home_improvement,24512.41,primary,954.8346683716912,0
634,80282.22,222368.24,10,self-employed,347786.42,home_improvement,21566.3,investment,496.0274344350839,0
787,72728.37,203094.37,25,self-employed,252627.93,home_improvement,49622.41,primary,2167.3250614996678,0
666,56682.46,224252.14,30,employed,397162.99,home_improvement,12410.87,primary,1450.0613440300926,0
825,38868.82,158362.94,20,unemployed,239313.08,refinance,19923.71,primary,1039.7698421619568,0
718,107872.28,204412.54,10,employed,200554.54,home_improvement,49234.64,secondary,3515.727416969071,0
616,48774.83,187801.64,15,self-employed,284072.18,purchase,35084.73,primary,500.5527895350798,0
832,47696.93,235959.05,20,self-employed,236671.29,purchase,47956.85,investment,1397.4115372568847,0
611,45823.43,199819.51,25,employed,318966.1,refinance,14781.87,secondary,1504.7315418774872,0
616,38682.76,176633.24,10,employed,241808.23,home_improvement,40494.16,investment,785.9270242362167,0
811,57236.0,128619.55,25,unemployed,139358.0,purchase,25421.38,secondary,969.8561867651006,0
400,-8694.88,229236.38,20,employed,255383.71,refinance,6343.26,investment,-125.87273232112081,1
846,39986.29,212331.0,25,employed,299221.69,home_improvement,16828.57,primary,978.9482519976499,0
629,45857.48,248173.94,25,employed,327176.56,purchase,19529.59,primary,853.8166283860124,0
661,72509.45,176071.58,30,employed,303007.97,home_improvement,13675.04,investment,1363.0829131278686,0
673,54103.13,194450.05,20,unemployed,228075.51,purchase,23507.85,primary,664.6432589178529,0
670,57789.17,168218.41,25,self-employed,283666.83,purchase,26142.61,primary,1204.526287858758,0
732,76779.61,157376.32,15,unemployed,333570.45,refinance,36204.01,investment,1510.5964695977586,0
515,17273.58,193378.88,25,employed,211165.08,home_improvement,24975.2,secondary,325.6025916598492,1
735,40953.95,227612.42,20,unemployed,139535.92,refinance,36878.63,secondary,705.8056749433323,0
747,45285.91,187523.74,30,self-employed,265025.39,refinance,47410.5,secondary,191.0188022871501,0
771,57075.19,234600.58,20,employed,381140.41,purchase,30825.54,investment,1535.1694643467918,0
622,65074.87,201363.02,10,employed,314474.94,refinance,14653.25,investment,290.38703770870393,0
804,80821.8,202957.81,25,self-employed,252071.13,refinance,13841.53,primary,2493.761791601789,0
622,51144.93,205819.57,10,unemployed,425413.43,home_improvement,11769.89,investment,951.0203380324559,0
736,62711.31,214298.12,15,self-employed,235796.94,purchase,31820.89,secondary,1574.4184028132624,0
783,14213.27,226911.49,15,self-employed,316022.01,refinance,47995.25,primary,244.40138292695875,0
742,79504.71,205663.51,25,unemployed,347454.82,home_improvement,48905.06,investment,2399.4211567783154,0
637,52356.94,232389.06,15,self-employed,227248.25,home_improvement,21740.61,primary,1241.2813635484547,0
628,45820.04,161010.56,15,unemployed,471182.59,refinance,18633.33,investment,1092.976185849314,0
654,36441.69,201282.4,20,unemployed,203726.84,purchase,40291.26,primary,990.3506276931695,0
848,27699.46,196112.83,25,employed,282990.6,home_improvement,15844.25,primary,207.80418856696807,0
689,41694.92,187841.6,15,unemployed,346012.34,home_improvement,17675.48,primary,187.96045762385523,0
784,56726.83,235677.07,30,unemployed,350316.98,home_improvement,16596.76,secondary,375.1684060695603,0
625,40098.61,242997.01,10,employed,398276.96,purchase,23435.3,investment,1328.6872973536035,0
804,62159.99,226835.31,10,unemployed,319024.63,home_improvement,49254.84,primary,1406.786242269486,0
627,55701.65,186958.61,25,self-employed,244098.59,refinance,20309.81,primary,354.449046670237,0
844,72046.16,199758.41,20,unemployed,348581.07,refinance,20101.02,investment,408.18559497085323,0
784,84347.01,190176.34,10,self-employed,253568.32,refinance,38354.04,secondary,833.2339152937345,0
645,69379.08,202217.55,20,unemployed,356452.11,purchase,45434.38,investment,1755.6620273061708,0
773,53512.1,232664.69,30,self-employed,295744.86,home_improvement,47216.19,primary,1048.1794128853485,0
640,47325.03,186799.99,25,unemployed,306131.14,refinance,36411.36,investment,1480.3560034148095,0
660,59659.74,202854.43,30,employed,289694.38,purchase,40405.56,secondary,1777.8917271752507,0
699,36742.98,148466.11,25,employed,367496.31,home_improvement,43024.8,investment,540.2149067537161,0
835,51550.12,178412.3,15,unemployed,285121.79,refinance,34530.41,secondary,254.98488924248215,0
849,62827.34,199981.14,30,employed,216108.58,purchase,44620.17,secondary,481.3670275026341,0
690,57268.57,201498.14,15,unemployed,308506.0,home_improvement,11269.22,primary,1789.7300328391875,0
692,45630.38,159926.23,25,self-employed,384078.16,home_improvement,30825.6,investment,1154.1700737866945,0
699,78028.15,173782.51,20,employed,220394.24,refinance,34365.04,primary,730.653701765007,0
653,70417.48,224245.94,25,employed,187096.49,purchase,44685.73,investment,949.3763678538256,0
790,62473.81,246033.7,25,self-employed,353685.42,refinance,14695.86,secondary,1551.8245955792365,0
710,41743.95,203519.1,15,employed,375358.15,purchase,48626.94,secondary,851.6013433297086,0
631,50531.77,202153.56,30,unemployed,293580.99,purchase,17314.8,secondary,650.8992241177039,0
697,66413.94,245060.25,15,unemployed,390319.72,home_improvement,37736.52,secondary,1682.1186827691706,0
788,18920.01,194352.78,25,unemployed,344772.46,purchase,45090.83,primary,330.53076591860093,0
743,18839.46,235628.15,25,employed,278099.03,home_improvement,21562.48,secondary,395.64118108026855,0
612,35177.29,193950.16,25,employed,199937.46,refinance,38339.4,primary,429.06164264078785,0
800,42433.86,174158.48,20,unemployed,262024.58,refinance,40780.59,secondary,1087.7693148648866,0
794,59173.24,181728.64,25,employed,326343.55,refinance,26981.55,investment,1960.3694888349094,0
690,76254.17,144430.9,15,employed,355088.2,home_improvement,15179.31,investment,343.285697338037,0
718,37813.06,150296.62,25,unemployed,316175.18,refinance,45327.54,secondary,1179.270979565096,0
649,23574.23,217255.37,20,self-employed,281627.58,refinance,26709.25,secondary,604.425939752211,0
810,57072.53,202562.99,25,employed,335846.13,home_improvement,44895.11,investment,1381.3596526685856,0
705,47781.3,246493.4,10,employed,255196.49,refinance,25373.13,investment,1082.762678395585,0
699,23203.9,255810.7,25,self-employed,298471.73,home_improvement,27093.69,primary,673.7823101301941,0
742,40576.6,189733.47,10,self-employed,272838.71,refinance,34560.8,primary,261.31533401962116,0
657,80656.42,189028.28,10,self-employed,268724.4,home_improvement,30843.84,secondary,718.4207493436961,0
660,98341.79,188310.75,30,employed,338204.11,refinance,38646.19,primary,1801.0449608777537,0
658,64073.6,213715.51,25,employed,349307.55,purchase,26411.92,primary,857.2009090801823,0
809,82853.63,220221.0,15,self-employed,390137.75,home_improvement,15072.98,secondary,2226.8262696986503,0
758,58668.59,164365.35,10,self-employed,289961.84,home_improvement,33396.57,secondary,440.77358984585356,0
607,54367.16,199079.06,20,unemployed,339265.42,home_improvement,37185.03,secondary,825.0205086409304,0
740,43590.76,156720.94,10,employed,279264.89,refinance,46181.24,investment,1031.7021784838958,0
721,54094.14,161973.03,20,unemployed,312587.22,refinance,47311.18,secondary,1042.3834833107107,0
795,56837.29,182077.72,20,self-employed,293245.74,home_improvement,10187.65,investment,267.98341590397644,0
660,55610.81,190262.21,10,employed,243371.74,refinance,36838.99,investment,844.889228727688,0
632,22631.27,200043.31,30,self-employed,94075.74,purchase,40200.82,investment,481.8863090465076,0
774,63963.33,211562.56,10,self-employed,84272.46,purchase,24616.17,investment,681.7174011886674,0
670,47832.35,189675.1,25,self-employed,277797.47,refinance,14640.83,secondary,866.604176906331,0
773,83365.36,147858.12,20,employed,210893.08,home_improvement,20133.53,investment,1187.2846135321597,0
820,66311.81,248821.47,20,self-employed,229863.08,purchase,14453.46,investment,737.8918674724077,0
820,15835.71,195210.32,15,employed,360557.66,refinance,28179.86,investment,431.59039244063916,0
671,61636.35,161686.04,25,self-employed,288264.48,refinance,33671.61,primary,1107.2387693024336,0
669,62762.85,194414.7,15,unemployed,317215.15,purchase,43816.6,secondary,1113.2412721257936,0
602,62824.21,249058.26,25,unemployed,247209.4,refinance,41451.44,secondary,624.1049653084315,0
726,61957.7,218388.31,10,unemployed,385658.59,purchase,39221.2,investment,318.72639222162303,0
697,58046.75,153036.18,10,employed,288830.96,home_improvement,38321.29,secondary,1001.1298311318204,0
817,47225.48,127473.14,10,unemployed,334974.43,home_improvement,24400.48,primary,499.4798288556455,0
442,19704.14,72498.36,30,employed,263175.11,home_improvement,28910.85,secondary,430.97653553195204,1
636,80560.99,203173.62,10,employed,338189.5,refinance,13701.25,primary,544.3970543126131,0
653,55970.84,191484.67,15,self-employed,301767.39,refinance,43839.55,secondary,765.9299584309125,0
834,53665.6,235758.44,10,unemployed,278143.79,home_improvement,32654.74,secondary,1330.5933120299549,0
721,12500.97,202787.16,30,employed,246961.6,purchase,37690.14,secondary,392.345662935829,0
753,45199.39,190855.24,20,unemployed,202869.88,refinance,37447.66,primary,925.9052014047687,0
760,47228.24,227887.91,30,employed,284187.76,home_improvement,44530.36,investment,268.80882357544107,0
657,57558.71,224812.57,25,employed,323386.44,purchase,44411.91,secondary,921.3156174112829,0
817,75341.76,175671.2,15,employed,272557.55,refinance,30952.5,secondary,512.7471469076492,0
734,83809.53,187085.81,20,employed,329205.58,refinance,31767.44,investment,1506.7053740530152,0
649,81203.21,240241.13,15,unemployed,336677.14,home_improvement,38762.15,primary,1690.5145694841622,0
786,74942.8,217863.76,15,employed,262711.72,purchase,44913.57,primary,1884.651878841647,0
849,60446.51,145938.87,20,self-employed,251100.23,purchase,33076.06,investment,862.11137456022,0
660,77671.42,183470.42,10,unemployed,308820.7,home_improvement,23972.12,investment,862.5118547133867,0
807,63116.64,203175.28,15,unemployed,224916.19,home_improvement,18722.11,primary,1307.77904500511,0
728,55732.9,147955.66,25,self-employed,340150.02,home_improvement,25538.45,primary,1570.220106957495,0
650,54703.78,232034.99,30,unemployed,364342.77,home_improvement,27455.87,investment,1512.456867913582,0
630,72276.25,240711.61,10,self-employed,306503.65,refinance,27065.98,secondary,417.09228421360245,0
654,56261.44,161710.62,20,self-employed,353289.62,refinance,13549.64,primary,1704.6028886735512,0
831,54233.11,243813.74,20,employed,379214.99,purchase,10860.25,secondary,436.1685583920183,0
755,77346.61,216412.05,15,employed,269974.2,purchase,23013.16,primary,1498.913578505846,0
716,72644.61,249647.24,25,self-employed,372666.5,refinance,46362.49,secondary,716.1953301465597,0
605,43522.16,192475.15,15,unemployed,292903.33,purchase,25711.79,primary,919.5467515816875,0
811,33129.81,200031.07,15,self-employed,394911.27,refinance,26530.54,secondary,347.4030073095133,0
753,35610.49,176405.87,15,self-employed,182049.01,home_improvement,10270.21,investment,206.4187539887351,0
655,40311.4,145696.78,20,unemployed,244693.5,home_improvement,8472.31,primary,1384.0280391135377,1
775,42040.8,191572.89,20,self-employed,282449.9,refinance,32511.87,investment,432.36121714627865,0
662,88160.24,178342.69,10,self-employed,186362.39,purchase,44475.91,investment,537.808843701694,0
779,53835.11,228298.71,20,employed,321683.88,refinance,18243.52,primary,1362.0261590891191,0
629,43785.33,212243.54,10,self-employed,366217.2,purchase,39959.11,investment,622.527995799962,0
710,46158.3,217361.35,10,unemployed,187208.06,refinance,20781.7,investment,403.98733516104113,0
819,60973.55,183455.91,15,self-employed,129076.38,purchase,43821.13,primary,1719.696088948945,0
788,52868.95,207453.03,20,unemployed,307382.01,purchase,20429.54,secondary,1264.3915351782005,0
674,66185.72,224197.05,25,self-employed,303554.37,refinance,26038.46,investment,349.82276068666835,0
657,54487.77,136325.18,30,unemployed,329815.1,refinance,44862.67,secondary,1710.8095495765112,0
817,73034.83,193921.68,15,self-employed,192391.94,purchase,12534.72,investment,1637.4833281736928,0
847,23645.34,167402.74,30,employed,231703.04,refinance,25419.84,secondary,722.8838699566943,0
807,79004.5,141455.84,30,employed,322472.69,refinance,40216.15,investment,1408.0679826572482,0
819,34803.64,184214.67,15,unemployed,367371.77,refinance,19044.52,primary,406.697081690052,0
730,73243.42,178164.47,15,employed,423407.95,refinance,44592.73,primary,1749.443161730221,0
712,50989.4,170095.82,10,unemployed,261619.2,refinance,33956.07,secondary,1487.7032875581494,0
606,42971.99,189363.67,20,employed,343486.78,purchase,20816.6,primary,598.2358125570464,0
757,51450.74,190976.31,15,unemployed,353901.78,purchase,37476.06,investment,598.2990142065951,0
703,61461.3,205067.96,15,unemployed,315382.24,refinance,35289.97,investment,1047.3231800741864,0
723,78006.14,169191.86,20,employed,362168.49,home_improvement,39290.78,investment,878.0631672722304,0
826,41779.21,202575.2,25,self-employed,351303.39,purchase,21158.29,primary,380.2315156321641,0
810,48933.95,201826.85,20,employed,303489.26,refinance,40173.49,secondary,699.4933993095399,0
604,46631.77,218006.74,15,employed,184513.37,refinance,36642.67,primary,702.8963391429662,0
646,82460.37,153274.67,15,self-employed,374675.49,refinance,33237.59,secondary,517.2254554295359,0
626,84725.67,140337.83,20,employed,376462.09,refinance,12692.48,primary,2143.0567752218785,0
702,40682.4,211667.94,15,unemployed,263195.12,home_improvement,34874.29,secondary,1006.2563318251495,0
814,48589.6,200027.67,10,self-employed,458592.63,refinance,29035.89,investment,440.01293643886265,0
683,67449.08,209678.61,25,employed,282480.63,refinance,34164.85,investment,1829.1923675244213,0
794,69414.65,189526.75,25,unemployed,327270.4,purchase,18192.72,secondary,708.6022234411256,0
722,73444.82,210730.02,30,unemployed,337965.33,purchase,42000.22,investment,560.0638929358487,0
628,51740.74,223694.59,20,self-employed,247394.88,home_improvement,38926.49,primary,795.7488525290504,0
816,65981.55,185418.35,10,self-employed,279255.93,purchase,27678.23,secondary,1707.2871569603171,0
827,43576.29,201705.95,30,employed,254768.63,refinance,19050.21,secondary,591.8105865793549,0
660,38446.3,204572.01,10,employed,344963.35,purchase,15217.71,primary,1018.3742220138078,0
726,65873.93,236002.59,30,employed,288077.46,home_improvement,21559.99,secondary,439.52953865313054,0
719,50425.35,176994.42,10,employed,257533.6,refinance,13782.2,primary,952.0267387206476,0
714,50659.99,176323.93,20,employed,186091.95,purchase,29110.83,investment,1373.946854048838,0
604,53603.21,223769.72,20,self-employed,294010.99,refinance,24648.54,primary,839.5511411688498,0
726,50675.52,216695.9,30,employed,307396.76,purchase,41490.12,primary,1356.291914990109,0
808,53408.25,250114.05,30,employed,294715.06,refinance,42972.34,investment,1609.7690583484246,0
618,42098.98,194353.94,15,employed,368408.35,home_improvement,11096.54,primary,1288.7227333677947,0
714,44165.6,203927.27,20,unemployed,276517.0,purchase,25500.58,primary,587.7302966937368,0
621,61800.07,147544.4,15,unemployed,358718.96,home_improvement,46991.43,secondary,1836.2756189638972,0
836,72915.38,206832.22,10,self-employed,343298.76,home_improvement,40333.84,primary,2021.691546137526,0
741,44696.17,203899.09,20,unemployed,374067.94,home_improvement,42499.68,secondary,1122.1295643540955,0
717,66694.0,221972.14,25,unemployed,316921.08,refinance,16460.72,primary,1052.0758098918454,0
723,57714.49,218036.82,30,self-employed,313913.6,refinance,12771.4,secondary,307.0429961841115,0
772,93965.05,221984.13,15,unemployed,330946.73,refinance,32668.66,investment,2806.6654932802894,0
687,70683.42,221897.04,30,employed,216476.53,home_improvement,40536.61,investment,1519.830737285317,0
736,46686.41,189537.45,15,employed,254629.4,refinance,45475.65,secondary,1046.2478263202506,0
760,57501.19,186422.82,15,employed,252475.54,home_improvement,36001.71,secondary,543.6705372007551,0
670,50166.9,236175.65,10,unemployed,189130.93,home_improvement,35049.12,secondary,323.7455626571092,0
838,61276.87,199133.99,15,employed,229761.29,home_improvement,37554.11,secondary,1747.9928933163394,0
830,62217.39,260843.12,30,employed,262727.91,home_improvement,17276.44,investment,1785.7097402310344,0
810,66130.37,245629.46,10,unemployed,252831.4,refinance,47692.79,investment,1457.5811210602267,0
704,43593.92,185242.13,15,employed,258045.57,home_improvement,10011.24,secondary,364.05111736040163,0
735,57371.18,203320.05,25,self-employed,166761.81,refinance,39077.29,secondary,997.4084207402666,0
602,35132.34,195301.89,10,self-employed,183148.49,refinance,38037.39,secondary,650.674544318536,0
663,33130.69,152825.73,10,employed,347801.61,refinance,23243.61,secondary,834.8656665296143,0
738,39681.98,205512.98,30,employed,351430.93,purchase,29035.46,primary,817.0963892101747,0
641,56664.66,230037.37,10,employed,282743.04,home_improvement,10525.17,primary,311.19910880369684,0
777,69675.13,159731.58,20,self-employed,309429.13,home_improvement,20306.67,primary,1313.8714804150623,0
611,53513.24,238051.95,30,unemployed,322231.62,refinance,29978.87,investment,767.231782623466,0
732,47801.16,169045.11,30,employed,223907.38,home_improvement,44706.16,primary,581.9803138807295,0
807,35719.7,176288.69,20,self-employed,301224.1,home_improvement,25872.5,secondary,626.800477761811,0
849,53875.08,187815.87,10,employed,201413.97,refinance,21853.81,secondary,556.4315021947658,0
772,77639.61,210844.09,30,unemployed,401225.86,home_improvement,18878.12,secondary,1299.4604932586933,0
667,71926.12,206318.85,10,self-employed,271714.65,home_improvement,26014.09,primary,582.918237487609,0
633,70233.94,177250.05,30,unemployed,239806.02,home_improvement,13220.16,primary,1554.6945988636626,0
659,58692.02,171170.79,20,employed,194454.58,refinance,16072.87,investment,1129.551595430735,0
647,40791.55,185831.3,30,unemployed,293126.96,refinance,17828.0,secondary,1069.5740024617214,0
